tipo_inmueble,valor_venta,area,nro_cuartos,nro_banos,nro_garajes,zona,barrio,nombre_comun_barrio
Apartamento,140000000,0.0,3,1,0.0,Noroccidente,SUBA COMPARTIR,SUBA COMPARTIR
Apartamento,550000000,105.0,3,3,2.0,Norte,RINCON DEL CHICO,RINCON DEL CHICO
Apartamento,205000000,64.0,2,2,1.0,Noroccidente,MIRANDELA,MIRANDELA
Apartamento,620000000,85.0,2,2,2.0,Norte,BELLAVISTA,LOS ROSALES
Apartamento,2200000000,174.0,2,3,4.0,Norte,CHICO,EL CHICO RESERVADO
Casa,780000000,200.0,4,4,1.0,Chapinero,SAN LUIS,San Luis
Apartamento,550000000,0.0,2,3,2.0,Norte,SANTA BARBARA OCCIDENTAL,Santa Barbara Central-Usaquén
Apartamento,155000000,54.0,3,2,0.0,Occidental,EL PORVENIR,recodo/solsticio
Casa,950000000,240.0,4,4,2.0,Occidental,CAPELLANIA,MODELIA FUENTES DEL DORADO
Apartamento,410000000,60.0,1,2,2.0,Norte,SANTA BARBARA CENTRAL,SANTA BARBARA
Apartamento,2237615000,228.0,3,5,3.0,Norte,LA CABRERA,EL CHICO
Apartamento,980000000,140.0,3,3,2.0,Norte,BELLAVISTA,ROSALES
Apartamento,380000000,86.7,3,2,1.0,Norte,CEDRO MADEIRAS,CEDRO GOLF
Casa,3500000000,770.0,1,0,2.0,Norte,SANTA BARBARA CENTRAL,Santa Barbara Alta
Apartamento,480000000,87.0,2,2,1.0,Norte,SANTA BARBARA CENTRAL,Santa Barbara
Apartamento,1650000000,230.7,4,5,3.0,Chapinero,LAS ACACIAS,LOS ROSALES
Apartamento,950000000,160.0,3,3,2.0,Norte,ANTIGUO COUNTRY,EL VIRREY
Apartamento,1300000000,188.28,3,5,2.0,Occidental,CIUDAD SALITRE SUR-ORIENTAL,El Salitre
Apartamento,235000000,0.0,3,2,1.0,Norte,EL CODITO,REDIL (BOSQUE ARROYO)
Apartamento,720000000,89.0,2,3,2.0,Norte,SANTA BARBARA OCCIDENTAL,SANTA BARBARA OCCIDENTAL
Casa,1200000000,350.0,4,2,2.0,Chapinero,ALFONSO LOPEZ,BELALCAZAR
Apartamento,620000000,61.64,2,2,1.0,Centro,LAS NIEVES,Centro
Apartamento,1980000000,233.0,3,3,3.0,Norte,CHICO NORTE,CHICO NORTE
Apartamento,1350000000,193.0,4,4,2.0,Norte,SANTA BIBIANA,CHICO NAVARRA
Casa,1000000000,281.0,3,4,3.0,Noroccidente,CASA BLANCA SUBA,SALAMANCA
Apartamento,468000000,62.5,2,2,1.0,Chapinero,MARIA CRISTINA,Chapinero Alto
Casa,3000000000,331.0,4,5,4.0,Norte,SAN PATRICIO,Santa paula
Apartamento,555000000,97.0,2,3,2.0,Noroccidente,CLUB LOS LAGARTOS,CLUB LOS LAGARTOS
Apartamento,355000000,0.0,2,2,1.0,Occidental,CAMPIN OCCIDENTAL,NICOLAS DE FEDERMAN
Apartamento,3400000000,358.0,4,4,4.0,Norte,LOS ROSALES,ALTOS DE LA CABRERA
Apartamento,260000000,27.0,1,1,1.0,Norte,ANTIGUO COUNTRY,FEDUR
Apartamento,495000000,70.0,2,2,1.0,Norte,BELLA SUIZA,BELLA SUIZA
Casa,1099999999,240.0,4,3,3.0,Noroccidente,CASA BLANCA SUBA,ALTOS DE SUBA
Casa,1030000000,173.0,3,2,2.0,Noroccidente,EL BATAN,POZOS COLORADOS
Casa,650000000,270.0,4,2,2.0,Occidental,PALOBLANCO,ACAPULCO
Apartamento,1340000000,151.0,3,3,3.0,Norte,SANTA BARBARA CENTRAL,UNICENTRO
Apartamento,700000000,129.0,4,3,2.0,Norte,PARQUES DE LORENA,PARQUES DE LORENA
Apartamento,680000000,163.0,3,3,2.0,Noroccidente,IBERIA,Gratamira
Apartamento,650000000,125.0,2,3,2.0,Norte,CONJUNTO RESIDENCIAL EL BOSQUE,LA CALLEJA
Apartamento,370000000,63.0,3,2,2.0,Norte,CONTADOR,CONTADOR
Apartamento,660000000,94.0,3,2,2.0,Norte,CONJUNTO RESIDENCIAL EL BOSQUE,LA CALLEJA BAJA
Casa,550000000,210.0,3,3,0.0,Chapinero,QUINTA MUTIS,CANAPRO
Apartamento,390000000,73.0,3,2,1.0,Chapinero,SEARS,GALERIAS
Casa,945999999,210.0,4,3,2.0,Norte,LA CALLEJA,CALLEJA
Casa,980000000,271.0,3,3,2.0,Noroccidente,PRADO VERANIEGO SUR,Las Villas
Apartamento,355000000,90.0,4,2,1.0,Norte,EL CEREZO,Tibabita - Usaquén
Casa,2820000000,470.0,1,1,0.0,Norte,SANTA ANA OCCIDENTAL,SANTA ANA OCCIDENTAL
Apartamento,860000000,102.0,1,2,2.0,Chapinero,EMAUS,EMAUS
Apartamento,6500000000,520.0,5,5,4.0,Norte,LA CAROLINA,MIRADOR DEL COUNTRY
Apartamento,750000000,85.0,2,1,1.0,Norte,CHICO NORTE,Chico Norte
Apartamento,415000000,5700.0,2,2,0.0,Norte,MOCHUELO NORTE,Usaquen
Casa,980000000,174.0,3,4,2.0,Norte,PLENITUD,LA CAROLINA
Casa,200000000,95.0,4,2,0.0,Occidental,BOHIOS,FONTIBON BOHIOS
Apartamento,260000000,62.0,3,2,1.0,Occidental,EL DORADO,CIUDADELA GRAN GRANADA
Apartamento,420000000,75.0,2,3,1.0,Norte,BELLA SUIZA,ALTOS BELLA SUIZA
Casa,3500000000,700.0,4,5,4.0,Noroccidente,SAN JOSE DE BAVARIA,san jose de bavaria
Casa,1800000000,336.0,5,3,3.0,Norte,BELLA SUIZA,Bella Suiza
Apartamento,1300000000,0.0,3,5,3.0,Norte,MONTEARROYO-USAQUÉN,Montearroyo-Usaquén
Apartamento,250000000,29.0,1,1,1.0,Noroccidente,PUENTE LARGO,PUENTE LARGO PASADENA
Apartamento,255000000,47.54,3,2,1.0,Occidental,VILLEMAR FONTIBON,VILLEMAR FONTIBON
Apartamento,905000000,141.0,3,3,2.0,Norte,FOLEDO,RECODO DEL COUNTRY
Apartamento,3045169800,244.0,3,4,4.0,Norte,BELLAVISTA,CHAPINERO ROSALES
Apartamento,490000000,110.0,3,3,2.0,Norte,ACACIAS USAQUEN,CEDRITOS
Apartamento,490000000,108.0,3,2,4.0,Noroccidente,SAN JOSE DEL PRADO,Colina Campestre I y II Etapa
Apartamento,410000000,50.0,1,2,1.0,Norte,ANTIGUO COUNTRY,antiguo country - virrey
Apartamento,139000000,52.0,2,1,0.0,Noroccidente,CIUDAD BACHUE I,Ciudad Bachue
Apartamento,230000000,60.0,3,2,2.0,Norte,EL VERVENAL,San Antonio Norte
Apartamento,3300000000,308.0,5,5,4.0,Norte,CHICO NORTE II,Chico Norte
Apartamento,1420000000,205.0,3,4,3.0,Norte,CHICO NORTE,Chicó
Apartamento,160000000,0.0,2,1,0.0,Occidental,CIUDAD TECHO,Castilla
Apartamento,580000000,86.0,2,2,1.0,Norte,SAN PATRICIO,Navarra-Usaquén
Apartamento,780000000,124.0,3,2,2.0,Norte,SANTA BARBARA CENTRAL,Santa Barbara Oriental-Usaquén
Apartamento,395000000,0.0,3,3,1.0,Noroccidente,PUENTE LARGO,PUENTE LARGO
Apartamento,550000000,121.0,3,2,2.0,Chapinero,BOSQUE CALDERON,Bosque Calderón
Apartamento,150000000,45.0,2,1,0.0,Noroccidente,PARIS GAITAN,Paris Gaitán
Apartamento,620000000,113.0,3,4,2.0,Norte,LA CALLEJA,SANTA BARBARA OCCIDENTAL
Apartamento,355000000,67.0,3,2,1.0,Noroccidente,BRITALIA,Britalia
Apartamento,125000000,28.0,1,1,0.0,Noroccidente,MAZUREN,Mazuren
Apartamento,150000000,0.0,3,1,0.0,Noroccidente,EL POA,El Poa
Casa,1850000000,1365.0,4,5,2.0,Guaymaral,CASA BLANCA,CASABLANCA  SUBA
Apartamento,350000000,109.0,3,2,1.0,Norte,CAOBOS SALAZAR,Cedritos-Usaquén
Apartamento,1150000000,0.0,4,3,3.0,Otros,SANTA BARBARA OCCIDENTAL,Santa Barbara Occidental
Apartamento,1300000000,0.0,3,5,4.0,Norte,SAN PATRICIO,Santa Paula
Apartamento,530000000,65.0,1,2,1.0,Norte,SANTA BIBIANA,SANTA BIBIANA
Apartamento,240000000,0.0,3,2,2.0,Noroccidente,LAS FLORES,Suba
Casa,550000000,63.0,5,5,1.0,Occidental,CIUDAD TECHO,VILLA CASTILLA
Apartamento,520000000,86.0,3,3,1.0,Norte,SANTA ANA OCCIDENTAL,SANTA BARBARA OCCIDENTAL
Apartamento,540000000,72.0,2,3,2.0,Norte,SANTA BIBIANA,SANTA BIBIANA
Apartamento,1850000000,247.0,3,3,3.0,Norte,EL NOGAL,EL NOGAL
Casa,900000000,370.0,4,0,0.0,Occidental,DOCE DE OCTUBRE,Doce De Octubre
Apartamento,510000000,84.0,1,2,2.0,Noroccidente,CLUB LOS LAGARTOS,Suba
Casa,1350000000,255.0,4,5,4.0,Noroccidente,CASA BLANCA SUBA,CERROS DE SUBA
Casa,300000000,92.0,3,2,1.0,Noroccidente,PORTALES DEL NORTE,Portales del Norte
Apartamento,175000000,0.0,3,2,1.0,Sur,EL PENON DEL CORTIJO,Madelena
Apartamento,1150000000,172.0,3,4,2.0,Norte,MOLINOS NORTE,SANTA PAULA
Casa,3900000000,5808.0,3,3,4.0,Noroccidente,SAN JOSE DE BAVARIA,San Jose De Bavaria
Casa,340000000,105.0,3,3,1.0,Norte,PRADERA NORTE,VILLA TOSCANA
Apartamento,490000000,65.0,2,2,1.0,Norte,CHICO NORTE III,CHICO SECTOR II
Apartamento,650000000,0.0,1,2,1.0,Centro,SAN MARTIN,San Martin de Porres
Apartamento,1290000000,192.0,3,4,3.0,Norte,SAN PATRICIO,SAN PATRICIO
Apartamento,960000000,130.0,2,4,2.0,Norte,BELLAVISTA,BELLAVISTA
Apartamento,1500000000,154.0,3,4,3.0,Norte,EL REFUGIO,CHICO EL REFUGIO
Apartamento,1260000000,196.0,3,3,2.0,Chapinero,LAS ACACIAS,ROSALES-
Apartamento,730000000,113.0,1,2,1.0,Norte,SANTA BARBARA OCCIDENTAL,SANTA BARBARA
Apartamento,740000000,110.0,3,3,2.0,Norte,MOLINOS NORTE,Santa Paula
Apartamento,1500000000,219.0,4,5,3.0,Norte,BOSQUE DE PINOS,BOSQUE DE PINOS
Apartamento,870000000,100.0,2,3,2.0,Norte,ANTIGUO COUNTRY,ANTIGUO CONTRY
Apartamento,11573000000,877.0,4,5,3.0,Otros,SANTA ANA,Santa Ana
Apartamento,720000000,104.0,2,2,2.0,Norte,CHICO NORTE III,CHICO NORTE III
Apartamento,1000000000,136.0,2,3,3.0,Norte,EL REFUGIO,ALTOS DEL REFUGIO
Apartamento,340000000,60.0,2,2,1.0,Noroccidente,EL BATAN,Batan
Apartamento,840000000,120.0,3,3,3.0,Norte,SANTA BARBARA CENTRAL,Santa Barbara Central-Usaquén
Apartamento,970000000,134.0,3,4,2.0,Norte,SANTA BARBARA OCCIDENTAL,SANTA BARBARA OCCIDENTAL
Casa,2800000000,430.0,4,0,4.0,Norte,LOS CEDRITOS,Cedritos
Apartamento,795000000,82.0,2,3,2.0,Norte,CHICO,CHICO - VIRREY
Apartamento,315000000,48.0,1,1,1.0,Norte,PELODO DEL CONTRY,BELLA SUIZA
Apartamento,490000000,67.0,1,2,1.0,Chapinero,CHAPINERO NORTE,QUINTA CAMACHO
Apartamento,1070000000,197.0,3,4,2.0,Norte,SANTA BARBARA OCCIDENTAL,SANTA BARBARA OCCIDENTAL
Apartamento,990000000,183.0,3,4,2.0,Norte,SANTA BARBARA OCCIDENTAL,SANTA BARBARA OCCIDENTAL
Casa,950000000,234.0,4,3,3.0,Occidental,PAULO VI,QUIRINAL
Apartamento,760000000,140.0,2,3,2.0,Chapinero,INGEMAR,EL CASTILLO
Apartamento,290000000,75.0,3,2,1.0,Norte,SANTA TERESA,SANTA TERESA
Apartamento,1750000000,222.0,3,4,2.0,Norte,CHICO NORTE III,CHICO
Apartamento,1450000000,175.0,3,5,3.0,Norte,URBANIZACION BOSQUES DE MEDINA,ALTOS DE BELLA SUIZA
Casa,1080000000,207.0,3,2,2.0,Noroccidente,MONACO,malibu la alhambra
Apartamento,430000000,0.0,1,2,2.0,Centro,LAS NIEVES,CENTRO DE LAS NIEVES
Apartamento,475000000,70.0,1,2,2.0,Norte,SANTA BIBIANA,Chico Norte
Apartamento,549000000,150.0,2,3,2.0,Norte,CHICO NORTE III,CHICO NORTE III SECTOR-CHICO
Casa,220000000,45.0,4,2,0.0,Noroccidente,SALITRE I,SUBA CAMPANELLA
Apartamento,580000000,106.0,2,3,2.0,Noroccidente,MONACO,Batán
Apartamento,5500000000,0.0,3,5,4.0,Norte,SANTA BARBARA ALTA,Santa Barbara Alta-Usaquén
Apartamento,250000000,77.0,3,2,1.0,Occidental,CAMPO ALEGRE,NUEVA CASTILLA
Apartamento,500000000,77.0,2,2,2.0,Norte,MOLINOS NORTE,SANTA BARBARA
Apartamento,680000000,119.0,3,3,2.0,Chapinero,BELALCAZAR,Belalcazar-Teusaquillo
Apartamento,560000000,107.0,3,4,2.0,Noroccidente,CANTALEJO,ALEJANDRIA
Apartamento,1150000000,142.0,3,5,3.0,Norte,LA CALLEJA,Calleja
Apartamento,800000000,130.0,3,3,2.0,Occidental,CIUDAD SALITRE SUR-ORIENTAL,CIUDAD SALITRE SUR ORIENTAL
Apartamento,2000000000,300.0,4,5,4.0,Norte,URBANIZACION BOSQUES DE MEDINA,bosque medina-usaquen
Apartamento,340000000,80.0,2,2,1.0,Norte,SANTA BIBIANA,CHICO NAVARRA
Apartamento,350000000,86.0,3,2,1.0,Noroccidente,MONACO,ALHAMBRA
Apartamento,2200000000,295.01,3,5,4.0,Noroccidente,CASA BLANCA SUBA,CERROS DE SUBA
Apartamento,3900000000,530.0,4,0,0.0,Norte,CHICO NORTE,CHICÓ NORTE
Casa,600000000,45.0,3,2,0.0,Centro,JULIO CESAR TURBAY,EGIPTO
Apartamento,549500000,0.0,3,2,2.0,Noroccidente,PUENTE LARGO,Alhambra
Apartamento,749500000,0.0,3,3,2.0,Noroccidente,URB. HACIENDA CORDOBA NIZA,Niza
Apartamento,1189500000,170.0,3,4,2.0,Norte,CHICO NORTE,Chico Sector II
Casa,1950000000,600.0,4,5,4.0,Guaymaral,CASA BLANCA,CASA BLANCA
Casa,6000000000,364.0,3,2,2.0,Norte,LOS CEDRITOS,NUEVA AUTOPISTA
Apartamento,860000000,165.0,3,4,2.0,Noroccidente,ATENAS,ATENAS
Apartamento,720000000,146.0,3,2,2.0,Norte,MOCHUELO NORTE,SANTA BARBARA
Apartamento,278000000,63.0,3,2,1.0,Occidental,EL DORADO,VIILAS DE GRANADA
Apartamento,365000000,80.0,3,2,1.0,Centro,LA MACARENA,LA MACARENA
Apartamento,164000000,0.0,1,1,0.0,Centro,LAS CRUCES,LAS CRUCES
Apartamento,1350000000,254.0,3,4,2.0,Norte,BELLAVISTA,rosales
Casa,590000000,195.0,5,5,1.0,Occidental,LA ASUNCION,Santa Isabel Occidental
Apartamento,325000000,75.0,3,2,1.0,Noroccidente,GILMAR,COLINA Y ALREDEDORES
Apartamento,2401482000,248.0,3,4,3.0,Norte,LA CABRERA,CHICO
Apartamento,920000000,130.0,3,3,2.0,Norte,SANTA ANA OCCIDENTAL,Santa Ana Occidental
Casa,1350000000,405.0,4,5,4.0,Noroccidente,PUENTE LARGO,PUENTE LARGO
Casa,330000000,89.0,4,3,1.0,Noroccidente,URBANIZACION EL CORTIJO,QUINTAS DE SANTA BARBARA
Apartamento,158000000,54.0,3,2,0.0,Occidental,EL PORVENIR,recodo/solsticio
Apartamento,1900000000,249.0,3,4,3.0,Norte,LOS ROSALES,LAS ROSALES
Apartamento,520000000,214.0,4,4,1.0,Chapinero,LA ESPERANZA,CHAPINERO
Apartamento,399000000,70.0,2,2,2.0,Norte,LOS CEDRITOS,LOS CEDRITOS
Apartamento,3362966000,244.0,3,4,4.0,Norte,LA CABRERA,CHICO
Apartamento,235000000,0.0,3,2,1.0,Norte,EL CODITO,HORIZONTES NORTE
Apartamento,380000000,115.0,3,2,1.0,Noroccidente,ATENAS,Colina Campestre
Apartamento,744000000,124.0,3,4,2.0,Norte,LOS ROSALES,Los Rosales
Casa,790000000,232.0,4,4,2.0,Noroccidente,PRADO VERANIEGO NORTE,IBERIA
Apartamento,330000000,90.0,4,3,1.0,Occidental,METROPOLIS,METROPOLIS
Apartamento,416000000,0.0,1,2,1.0,Centro,SAN MARTIN,San Martín
Apartamento,230000000,67.0,2,1,1.0,Norte,CEDRO SALAZAR,CEDRO GOLF
Apartamento,420000000,68.0,2,3,1.0,Norte,CONTADOR,bella suiza
Apartamento,790000000,0.0,3,5,2.0,Noroccidente,URBANIZACION CORDOBA NIZA,PARQUES DE PROVENZA
Casa,2500000000,1095.19,1,0,4.0,Centro,LA ALAMEDA,La Alameda
Casa,419900000,126.0,5,3,0.0,Sur,SAN ISIDRO II SECTOR,San Isidro 2 San Cristobal Sur
Apartamento,800000000,104.0,3,3,2.0,Norte,SAN PATRICIO,SAN PATRICIO
Casa,1081000000,269.0,4,5,3.0,Noroccidente,CASA BLANCA SUBA,Casa Blanca
Apartamento,1290000000,210.0,3,5,3.0,Norte,CERROS DE SANTA BARBARA,CERROS DE SANTA BARBARA
Apartamento,610000000,132.0,3,3,2.0,Norte,EL CONTADOR,EL CONTADOR
Apartamento,550000000,82.0,2,2,2.0,Norte,CHICO NORTE III,Chico
Apartamento,620000000,124.0,3,2,2.0,Noroccidente,URBANIZACION CORDOBA NIZA,Lagos De Cordoba Niza
Apartamento,235000000,52.0,2,2,1.0,Noroccidente,TUNA BAJA,TUNA BAJA
Apartamento,270000000,81.0,3,2,2.0,Norte,EL REDIL,EL REDIL
Apartamento,2300000000,422.0,4,5,3.0,Norte,SANTA BARBARA OCCIDENTAL,SANTA BARBARA
Apartamento,286000000,80.0,3,2,1.0,Norte,EL PALMAR,SAN ANTONIO NORTE
Casa,1350000000,264.0,3,5,2.0,Noroccidente,CASA BLANCA SUBA,CASA BLANCA SUBA
Apartamento,246000000,63.0,3,2,1.0,Sur,SANTA LUCIA,Tunal
Apartamento,470000000,122.0,5,2,0.0,Chapinero,LA SALLE,La Salle
Apartamento,5950000000,456.0,4,5,4.0,Norte,LA CABRERA,CHICO LA CABRERA
Apartamento,457044769,54.8,3,2,1.0,Chapinero,BANCO CENTRAL,Galerias
Apartamento,1100000000,0.0,2,3,2.0,Norte,EL REFUGIO,Chicó Alto
Casa,550000000,160.0,2,2,0.0,,,CARVAJAL KENNEDY
Casa,350000000,103.0,4,1,1.0,Occidental,SUPER MANZANA 9B,Ciudad Kennedy Norte
Apartamento,706200000,55.0,1,1,3.0,Norte,SANTA ANA ORIENTAL,
Casa,1960000000,323.0,3,3,4.0,Norte,LA CALLEJA,CALLEJA BAJA
Casa,1850000000,329.0,3,5,3.0,,,ARBORETTO BOSQUE RESIDENCIAL
Casa,990000000,277.0,4,5,2.0,Noroccidente,PRADO VERANIEGO NORTE,HACIENDA DE IBERIA II
Apartamento,2300000000,244.0,2,4,3.0,Chapinero,LAS ACACIAS,Rosales
Apartamento,245000000,72.0,3,2,1.0,Norte,SANTA TERESA,Santa Teresa
Casa,490000000,141.0,3,4,2.0,Norte,CAOBOS SALAZAR,CEDRITOS
Casa,390000000,112.0,4,4,1.0,Norte,PRADERA NORTE,VILLAS DE ARANJUEZ -TOBERIN
Apartamento,2400000000,287.0,3,4,4.0,Noroccidente,SUBA NARANJOS,GRATAMIRA CAMPESTRE
Apartamento,1320000000,1.0,3,5,2.0,Norte,URBANIZACION BOSQUES DE MEDINA,BOSQUE MEDINA
Casa,650000000,72.0,1,0,4.0,Sur,SAN ISIDRO ALTO,RINCON DE GALICIA
Apartamento,990000000,134.0,3,4,3.0,Norte,SANTA BIBIANA,CHICO NAVARRA
Apartamento,470000000,74.0,2,2,2.0,Norte,SANTA BARBARA OCCIDENTAL,Santa Bárbara
Apartamento,235000000,0.0,3,2,1.0,Norte,EL CODITO,BOSQUE ARROYO
Casa,380000000,149.0,3,3,0.0,Occidental,ALCAZARES,ALCAZARES
Apartamento,750000000,0.0,3,3,2.0,Norte,SANTA BARBARA OCCIDENTAL,Santa Barbara-Usaquén
Apartamento,140000000,0.0,3,1,0.0,Noroccidente,SUBA COMPARTIR,SUBA COMPARTIR
Apartamento,550000000,105.0,3,3,2.0,Norte,RINCON DEL CHICO,RINCON DEL CHICO
Apartamento,205000000,64.0,2,2,1.0,Noroccidente,MIRANDELA,MIRANDELA
Apartamento,620000000,85.0,2,2,2.0,Norte,BELLAVISTA,LOS ROSALES
Apartamento,2200000000,174.0,2,3,4.0,Norte,CHICO,EL CHICO RESERVADO
Casa,780000000,200.0,4,4,1.0,Chapinero,SAN LUIS,San Luis
Apartamento,550000000,0.0,2,3,2.0,Norte,SANTA BARBARA OCCIDENTAL,Santa Barbara Central-Usaquén
Apartamento,155000000,54.0,3,2,0.0,Occidental,EL PORVENIR,recodo/solsticio
Casa,950000000,240.0,4,4,2.0,Occidental,CAPELLANIA,MODELIA FUENTES DEL DORADO
Apartamento,410000000,60.0,1,2,2.0,Norte,SANTA BARBARA CENTRAL,SANTA BARBARA
Apartamento,2237615000,228.0,3,5,3.0,Norte,LA CABRERA,EL CHICO
Apartamento,980000000,140.0,3,3,2.0,Norte,BELLAVISTA,ROSALES
Apartamento,380000000,86.7,3,2,1.0,Norte,CEDRO MADEIRAS,CEDRO GOLF
Casa,3500000000,770.0,1,0,2.0,Norte,SANTA BARBARA CENTRAL,Santa Barbara Alta
Apartamento,480000000,87.0,2,2,1.0,Norte,SANTA BARBARA CENTRAL,Santa Barbara
Apartamento,1650000000,230.7,4,5,3.0,Chapinero,LAS ACACIAS,LOS ROSALES
Apartamento,950000000,160.0,3,3,2.0,Norte,ANTIGUO COUNTRY,EL VIRREY
Apartamento,1300000000,188.28,3,5,2.0,Occidental,CIUDAD SALITRE SUR-ORIENTAL,El Salitre
Apartamento,235000000,0.0,3,2,1.0,Norte,EL CODITO,REDIL (BOSQUE ARROYO)
Apartamento,720000000,89.0,2,3,2.0,Norte,SANTA BARBARA OCCIDENTAL,SANTA BARBARA OCCIDENTAL
Casa,1200000000,350.0,4,2,2.0,Chapinero,ALFONSO LOPEZ,BELALCAZAR
Apartamento,620000000,61.64,2,2,1.0,Centro,LAS NIEVES,Centro
Apartamento,1980000000,233.0,3,3,3.0,Norte,CHICO NORTE,CHICO NORTE
Apartamento,1350000000,193.0,4,4,2.0,Norte,SANTA BIBIANA,CHICO NAVARRA
Casa,1000000000,281.0,3,4,3.0,Noroccidente,CASA BLANCA SUBA,SALAMANCA
Apartamento,468000000,62.5,2,2,1.0,Chapinero,MARIA CRISTINA,Chapinero Alto
Casa,3000000000,331.0,4,5,4.0,Norte,SAN PATRICIO,Santa paula
Apartamento,555000000,97.0,2,3,2.0,Noroccidente,CLUB LOS LAGARTOS,CLUB LOS LAGARTOS
Apartamento,355000000,0.0,2,2,1.0,Occidental,CAMPIN OCCIDENTAL,NICOLAS DE FEDERMAN
Apartamento,3400000000,358.0,4,4,4.0,Norte,LOS ROSALES,ALTOS DE LA CABRERA
Apartamento,260000000,27.0,1,1,1.0,Norte,ANTIGUO COUNTRY,FEDUR
Apartamento,495000000,70.0,2,2,1.0,Norte,BELLA SUIZA,BELLA SUIZA
Casa,1099999999,240.0,4,3,3.0,Noroccidente,CASA BLANCA SUBA,ALTOS DE SUBA
Casa,1030000000,173.0,3,2,2.0,Noroccidente,EL BATAN,POZOS COLORADOS
Casa,650000000,270.0,4,2,2.0,Occidental,PALOBLANCO,ACAPULCO
Apartamento,1340000000,151.0,3,3,3.0,Norte,SANTA BARBARA CENTRAL,UNICENTRO
Apartamento,700000000,129.0,4,3,2.0,Norte,PARQUES DE LORENA,PARQUES DE LORENA
Apartamento,680000000,163.0,3,3,2.0,Noroccidente,IBERIA,Gratamira
Apartamento,650000000,125.0,2,3,2.0,Norte,CONJUNTO RESIDENCIAL EL BOSQUE,LA CALLEJA
Apartamento,370000000,63.0,3,2,2.0,Norte,CONTADOR,CONTADOR
Apartamento,660000000,94.0,3,2,2.0,Norte,CONJUNTO RESIDENCIAL EL BOSQUE,LA CALLEJA BAJA
Casa,550000000,210.0,3,3,0.0,Chapinero,QUINTA MUTIS,CANAPRO
Apartamento,390000000,73.0,3,2,1.0,Chapinero,SEARS,GALERIAS
Casa,945999999,210.0,4,3,2.0,Norte,LA CALLEJA,CALLEJA
Casa,980000000,271.0,3,3,2.0,Noroccidente,PRADO VERANIEGO SUR,Las Villas
Apartamento,355000000,90.0,4,2,1.0,Norte,EL CEREZO,Tibabita - Usaquén
Casa,2820000000,470.0,1,1,0.0,Norte,SANTA ANA OCCIDENTAL,SANTA ANA OCCIDENTAL
Apartamento,860000000,102.0,1,2,2.0,Chapinero,EMAUS,EMAUS
Apartamento,6500000000,520.0,5,5,4.0,Norte,LA CAROLINA,MIRADOR DEL COUNTRY
Apartamento,750000000,85.0,2,1,1.0,Norte,CHICO NORTE,Chico Norte
Apartamento,415000000,5700.0,2,2,0.0,Norte,MOCHUELO NORTE,Usaquen
Casa,980000000,174.0,3,4,2.0,Norte,PLENITUD,LA CAROLINA
Casa,200000000,95.0,4,2,0.0,Occidental,BOHIOS,FONTIBON BOHIOS
Apartamento,260000000,62.0,3,2,1.0,Occidental,EL DORADO,CIUDADELA GRAN GRANADA
Apartamento,420000000,75.0,2,3,1.0,Norte,BELLA SUIZA,ALTOS BELLA SUIZA
Casa,3500000000,700.0,4,5,4.0,Noroccidente,SAN JOSE DE BAVARIA,san jose de bavaria
Casa,1800000000,336.0,5,3,3.0,Norte,BELLA SUIZA,Bella Suiza
Apartamento,1300000000,0.0,3,5,3.0,Norte,MONTEARROYO-USAQUÉN,Montearroyo-Usaquén
Apartamento,250000000,29.0,1,1,1.0,Noroccidente,PUENTE LARGO,PUENTE LARGO PASADENA
Apartamento,255000000,47.54,3,2,1.0,Occidental,VILLEMAR FONTIBON,VILLEMAR FONTIBON
Apartamento,905000000,141.0,3,3,2.0,Norte,FOLEDO,RECODO DEL COUNTRY
Apartamento,3045169800,244.0,3,4,4.0,Norte,BELLAVISTA,CHAPINERO ROSALES
Apartamento,490000000,110.0,3,3,2.0,Norte,ACACIAS USAQUEN,CEDRITOS
Apartamento,490000000,108.0,3,2,4.0,Noroccidente,SAN JOSE DEL PRADO,Colina Campestre I y II Etapa
Apartamento,410000000,50.0,1,2,1.0,Norte,ANTIGUO COUNTRY,antiguo country - virrey
Apartamento,139000000,52.0,2,1,0.0,Noroccidente,CIUDAD BACHUE I,Ciudad Bachue
Apartamento,230000000,60.0,3,2,2.0,Norte,EL VERVENAL,San Antonio Norte
Apartamento,3300000000,308.0,5,5,4.0,Norte,CHICO NORTE II,Chico Norte
Apartamento,1420000000,205.0,3,4,3.0,Norte,CHICO NORTE,Chicó
Apartamento,160000000,0.0,2,1,0.0,Occidental,CIUDAD TECHO,Castilla
Apartamento,580000000,86.0,2,2,1.0,Norte,SAN PATRICIO,Navarra-Usaquén
Apartamento,780000000,124.0,3,2,2.0,Norte,SANTA BARBARA CENTRAL,Santa Barbara Oriental-Usaquén
Apartamento,395000000,0.0,3,3,1.0,Noroccidente,PUENTE LARGO,PUENTE LARGO
Apartamento,550000000,121.0,3,2,2.0,Chapinero,BOSQUE CALDERON,Bosque Calderón
Apartamento,150000000,45.0,2,1,0.0,Noroccidente,PARIS GAITAN,Paris Gaitán
Apartamento,620000000,113.0,3,4,2.0,Norte,LA CALLEJA,SANTA BARBARA OCCIDENTAL
Apartamento,355000000,67.0,3,2,1.0,Noroccidente,BRITALIA,Britalia
